Iteration Counter, Absolute Error
1,0.10261569416499
2,0.522297565235927
3,0.273075273327088
4,0.259665966873084
5,0.181930114875713
6,0.125846204236318
7,0.0660834481107892
8,0.0221114349141907
9,0.00326617787619199
10,0.000132925427780206
